,Folder,Id,Field,Well,CoringTop,CoringDown,CoringTopBind,CoringDownBind,CoreRecovery,PhotoTop,PhotoDown,PhotoType,LayerTop,LayerDown,Rock,Carbonate,Ruin,Saturation,class
1856,Unload2,1000442,Field4,Well4,2915.0,2924.0,2917.5,2926.5,8.99,5.99,6.99,ДС,0.0,7.09,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1
1858,Unload2,1000444,Field4,Well4,2915.0,2924.0,2917.5,2926.5,8.99,6.99,7.09,ДС,0.0,7.09,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1
1860,Unload2,1000446,Field4,Well4,2915.0,2924.0,2917.5,2926.5,8.99,7.09,7.32,ДС,7.09,7.32,алевролит,не карбонатный,не разрушен,не опред.,0
1862,Unload2,1000448,Field4,Well4,2915.0,2924.0,2917.5,2926.5,8.99,7.32,7.74,ДС,7.32,7.74,песчаник,не карбонатный,не разрушен,не опред.,0
1864,Unload2,1000450,Field4,Well4,2915.0,2924.0,2917.5,2926.5,8.99,7.74,8.01,ДС,7.74,8.99,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1
1866,Unload2,1000452,Field4,Well4,2915.0,2924.0,2917.5,2926.5,8.99,8.01,8.99,ДС,7.74,8.99,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1
1868,Unload2,1000454,Field4,Well4,2924.0,2942.0,2926.5,2944.5,17.86,0.0,1.01,ДС,0.0,1.01,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1
1870,Unload2,1000456,Field4,Well4,2924.0,2942.0,2926.5,2944.5,17.86,1.01,1.99,ДС,1.01,2.63,песчаник,среднекарбонатный,не разрушен,не опред.,0
1872,Unload2,1000458,Field4,Well4,2924.0,2942.0,2926.5,2944.5,17.86,1.99,2.63,ДС,1.01,2.63,песчаник,среднекарбонатный,не разрушен,не опред.,0
1874,Unload2,1000460,Field4,Well4,2924.0,2942.0,2926.5,2944.5,17.86,2.63,2.97,ДС,2.63,3.25,песчаник,сильнокарбонатный,не разрушен,не опред.,0
1876,Unload2,1000462,Field4,Well4,2924.0,2942.0,2926.5,2944.5,17.86,2.97,3.25,ДС,2.63,3.25,песчаник,сильнокарбонатный,не разрушен,не опред.,0
1878,Unload2,1000464,Field4,Well4,2924.0,2942.0,2926.5,2944.5,17.86,3.25,3.61,ДС,3.25,3.61,песчаник,сильнокарбонатный,не разрушен,не опред.,0
1880,Unload2,1000466,Field4,Well4,2924.0,2942.0,2926.5,2944.5,17.86,3.61,3.97,ДС,3.61,5.16,песчаник,не карбонатный,не разрушен,не опред.,0
1882,Unload2,1000468,Field4,Well4,2924.0,2942.0,2926.5,2944.5,17.86,3.97,4.97,ДС,3.61,5.16,песчаник,не карбонатный,не разрушен,не опред.,0
1884,Unload2,1000470,Field4,Well4,2924.0,2942.0,2926.5,2944.5,17.86,4.97,5.16,ДС,3.61,5.16,песчаник,не карбонатный,не разрушен,не опред.,0
1886,Unload2,1000472,Field4,Well4,2924.0,2942.0,2926.5,2944.5,17.86,5.16,5.27,ДС,5.16,5.27,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,не опред.,0
1888,Unload2,1000474,Field4,Well4,2924.0,2942.0,2926.5,2944.5,17.86,5.27,5.67,ДС,5.27,5.67,песчаник,сильнокарбонатный,не разрушен,не опред.,0
1890,Unload2,1000476,Field4,Well4,2924.0,2942.0,2926.5,2944.5,17.86,5.67,5.97,ДС,5.67,7.97,"пересл. песчаника, алевролита и глин",с карбонатными обломками или конкрециями,не разрушен,не опред.,0
1892,Unload2,1000478,Field4,Well4,2924.0,2942.0,2926.5,2944.5,17.86,5.97,6.97,ДС,5.67,7.97,"пересл. песчаника, алевролита и глин",с карбонатными обломками или конкрециями,не разрушен,не опред.,0
1894,Unload2,1000480,Field4,Well4,2924.0,2942.0,2926.5,2944.5,17.86,6.97,7.97,ДС,5.67,7.97,"пересл. песчаника, алевролита и глин",с карбонатными обломками или конкрециями,не разрушен,не опред.,0
1896,Unload2,1000482,Field4,Well4,2924.0,2942.0,2926.5,2944.5,17.86,7.97,8.51,ДС,7.97,8.51,песчаник,пятнисто карбонатный,не разрушен,не опред.,0
1898,Unload2,1000484,Field4,Well4,2924.0,2942.0,2926.5,2944.5,17.86,8.51,8.95,ДС,8.51,10.0,алевролит,среднекарбонатный,не разрушен,не опред.,0
1900,Unload2,1000486,Field4,Well4,2924.0,2942.0,2926.5,2944.5,17.86,8.95,9.95,ДС,8.51,10.0,алевролит,среднекарбонатный,не разрушен,не опред.,0
1902,Unload2,1000488,Field4,Well4,2924.0,2942.0,2926.5,2944.5,17.86,9.95,10.0,ДС,8.51,10.0,алевролит,среднекарбонатный,не разрушен,не опред.,0
1904,Unload2,1000490,Field4,Well4,2924.0,2942.0,2926.5,2944.5,17.86,10.0,10.9,ДС,10.0,10.98,пересл. аргиллита и алевролита,не карбонатный,не разрушен,не опред.,0
1906,Unload2,1000492,Field4,Well4,2924.0,2942.0,2926.5,2944.5,17.86,10.9,10.98,ДС,10.0,10.98,пересл. аргиллита и алевролита,не карбонатный,не разрушен,не опред.,0
1908,Unload2,1000494,Field4,Well4,2924.0,2942.0,2926.5,2944.5,17.86,10.98,11.88,ДС,10.98,12.53,песчаник,пятнисто карбонатный,не разрушен,не опред.,0
1910,Unload2,1000496,Field4,Well4,2924.0,2942.0,2926.5,2944.5,17.86,11.88,12.53,ДС,10.98,12.53,песчаник,пятнисто карбонатный,не разрушен,не опред.,0
1912,Unload2,1000498,Field4,Well4,2924.0,2942.0,2926.5,2944.5,17.86,12.53,12.87,ДС,12.53,12.94,аргиллит,не карбонатный,частично разрушен,не опред.,0
1914,Unload2,1000500,Field4,Well4,2924.0,2942.0,2926.5,2944.5,17.86,12.87,12.94,ДС,12.53,12.94,аргиллит,не карбонатный,частично разрушен,не опред.,0
1916,Unload2,1000502,Field4,Well4,2924.0,2942.0,2926.5,2944.5,17.86,12.94,13.47,ДС,12.94,13.47,пересл. аргиллита и алевролита,не карбонатный,не разрушен,не опред.,0
1918,Unload2,1000504,Field4,Well4,2924.0,2942.0,2926.5,2944.5,17.86,13.47,13.88,ДС,13.47,14.07,песчаник,не карбонатный,не разрушен,слабо нефтенасыщенные,5
1920,Unload2,1000506,Field4,Well4,2924.0,2942.0,2926.5,2944.5,17.86,13.88,14.07,ДС,13.47,14.07,песчаник,не карбонатный,не разрушен,слабо нефтенасыщенные,5
1922,Unload2,1000508,Field4,Well4,2924.0,2942.0,2926.5,2944.5,17.86,14.07,14.77,ДС,14.07,14.77,песчаник,среднекарбонатный,не разрушен,не опред.,0
1924,Unload2,1000510,Field4,Well4,2924.0,2942.0,2926.5,2944.5,17.86,14.77,14.89,ДС,14.77,16.2,песчаник,не карбонатный,не разрушен,слабо нефтенасыщенные,5
1926,Unload2,1000512,Field4,Well4,2924.0,2942.0,2926.5,2944.5,17.86,14.89,15.89,ДС,14.77,16.2,песчаник,не карбонатный,не разрушен,слабо нефтенасыщенные,5
1928,Unload2,1000514,Field4,Well4,2924.0,2942.0,2926.5,2944.5,17.86,15.89,16.2,ДС,14.77,16.2,песчаник,не карбонатный,не разрушен,слабо нефтенасыщенные,5
1930,Unload2,1000516,Field4,Well4,2924.0,2942.0,2926.5,2944.5,17.86,16.2,16.54,ДС,16.2,16.54,песчаник,среднекарбонатный,не разрушен,не опред.,0
1932,Unload2,1000518,Field4,Well4,2924.0,2942.0,2926.5,2944.5,17.86,16.54,16.88,ДС,16.54,17.86,песчаник,не карбонатный,не разрушен,пятнисто нефтенасыщенные,4
1934,Unload2,1000520,Field4,Well4,2924.0,2942.0,2926.5,2944.5,17.86,16.88,17.86,ДС,16.54,17.86,песчаник,не карбонатный,не разрушен,пятнисто нефтенасыщенные,4
1936,Unload2,1000522,Field4,Well4,3045.0,3050.0,3045.0,3050.0,4.95,0.0,0.98,ДС,0.0,1.02,песчаник,не карбонатный,не разрушен,пятнисто нефтенасыщенные,4
1938,Unload2,1000524,Field4,Well4,3045.0,3050.0,3045.0,3050.0,4.95,0.98,1.02,ДС,0.0,1.02,песчаник,не карбонатный,не разрушен,пятнисто нефтенасыщенные,4
1940,Unload2,1000526,Field4,Well4,3045.0,3050.0,3045.0,3050.0,4.95,1.02,1.18,ДС,1.02,1.18,алевролит,не карбонатный,не разрушен,не опред.,0
1942,Unload2,1000528,Field4,Well4,3045.0,3050.0,3045.0,3050.0,4.95,1.18,1.38,ДС,1.18,1.38,песчаник,не карбонатный,не разрушен,не опред.,0
1944,Unload2,1000530,Field4,Well4,3045.0,3050.0,3045.0,3050.0,4.95,1.38,1.98,ДС,1.38,3.25,алевролит,не карбонатный,не разрушен,не опред.,0
1946,Unload2,1000532,Field4,Well4,3045.0,3050.0,3045.0,3050.0,4.95,1.98,2.98,ДС,1.38,3.25,алевролит,не карбонатный,не разрушен,не опред.,0
1948,Unload2,1000534,Field4,Well4,3045.0,3050.0,3045.0,3050.0,4.95,2.98,3.25,ДС,1.38,3.25,алевролит,не карбонатный,не разрушен,не опред.,0
1950,Unload2,1000536,Field4,Well4,3045.0,3050.0,3045.0,3050.0,4.95,3.25,3.77,ДС,3.25,3.77,алевролит,не карбонатный,не разрушен,не опред.,0
1952,Unload2,1000538,Field4,Well4,3045.0,3050.0,3045.0,3050.0,4.95,3.77,3.98,ДС,3.77,4.28,песчаник,не карбонатный,не разрушен,не опред.,0
1954,Unload2,1000540,Field4,Well4,3045.0,3050.0,3045.0,3050.0,4.95,3.98,4.28,ДС,3.77,4.28,песчаник,не карбонатный,не разрушен,не опред.,0
1956,Unload2,1000542,Field4,Well4,3045.0,3050.0,3045.0,3050.0,4.95,4.28,4.95,ДС,4.28,4.95,песчаник,не карбонатный,не разрушен,не опред.,0
1958,Unload2,1000544,Field3,Well8,879.6,888.6,877.9,886.9,8.9,0.0,0.92,ДС,0.0,1.07,песчаник,не карбонатный,частично разрушен,нефтенасыщенные,1
1960,Unload2,1000546,Field3,Well8,879.6,888.6,877.9,886.9,8.9,0.92,1.07,ДС,0.0,1.07,песчаник,не карбонатный,частично разрушен,нефтенасыщенные,1
1962,Unload2,1000548,Field3,Well8,879.6,888.6,877.9,886.9,8.9,1.07,1.92,ДС,1.07,1.93,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1
1964,Unload2,1000550,Field3,Well8,879.6,888.6,877.9,886.9,8.9,1.92,1.93,ДС,1.07,1.93,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1
1966,Unload2,1000552,Field3,Well8,879.6,888.6,877.9,886.9,8.9,1.93,2.21,ДС,1.93,2.21,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1
1968,Unload2,1000554,Field3,Well8,879.6,888.6,877.9,886.9,8.9,2.21,2.93,ДС,2.21,4.42,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1
1970,Unload2,1000556,Field3,Well8,879.6,888.6,877.9,886.9,8.9,2.93,3.94,ДС,2.21,4.42,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1
1972,Unload2,1000558,Field3,Well8,879.6,888.6,877.9,886.9,8.9,3.94,4.42,ДС,2.21,4.42,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1
1974,Unload2,1000560,Field3,Well8,879.6,888.6,877.9,886.9,8.9,4.42,4.94,ДС,4.42,5.08,"пересл. песчаника, алевролита и глин",не карбонатный,частично разрушен,нефтенасыщенные,1
1976,Unload2,1000562,Field3,Well8,879.6,888.6,877.9,886.9,8.9,4.94,5.08,ДС,4.42,5.08,"пересл. песчаника, алевролита и глин",не карбонатный,частично разрушен,нефтенасыщенные,1
1978,Unload2,1000564,Field3,Well8,879.6,888.6,877.9,886.9,8.9,5.08,5.94,ДС,5.08,6.77,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1
1980,Unload2,1000566,Field3,Well8,879.6,888.6,877.9,886.9,8.9,5.94,6.77,ДС,5.08,6.77,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1
1982,Unload2,1000568,Field3,Well8,879.6,888.6,877.9,886.9,8.9,6.77,6.94,ДС,6.77,7.1,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1
1984,Unload2,1000570,Field3,Well8,879.6,888.6,877.9,886.9,8.9,6.94,7.1,ДС,6.77,7.1,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1
1986,Unload2,1000572,Field3,Well8,879.6,888.6,877.9,886.9,8.9,7.1,7.5,ДС,7.1,7.5,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1
1988,Unload2,1000574,Field3,Well8,879.6,888.6,877.9,886.9,8.9,7.5,7.94,ДС,7.5,8.9,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1
1990,Unload2,1000576,Field3,Well8,879.6,888.6,877.9,886.9,8.9,7.94,8.9,ДС,7.5,8.9,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1
1992,Unload2,1000578,Field3,Well8,888.6,897.6,886.9,895.9,8.93,0.0,1.01,ДС,0.0,5.47,песчаник,с карбонатными обломками или конкрециями,не разрушен,нефтенасыщенные,1
1994,Unload2,1000580,Field3,Well8,888.6,897.6,886.9,895.9,8.93,1.01,2.02,ДС,0.0,5.47,песчаник,с карбонатными обломками или конкрециями,не разрушен,нефтенасыщенные,1
1996,Unload2,1000582,Field3,Well8,888.6,897.6,886.9,895.9,8.93,2.02,3.02,ДС,0.0,5.47,песчаник,с карбонатными обломками или конкрециями,не разрушен,нефтенасыщенные,1
1998,Unload2,1000584,Field3,Well8,888.6,897.6,886.9,895.9,8.93,3.02,4.03,ДС,0.0,5.47,песчаник,с карбонатными обломками или конкрециями,не разрушен,нефтенасыщенные,1
2000,Unload2,1000586,Field3,Well8,888.6,897.6,886.9,895.9,8.93,4.03,4.94,ДС,0.0,5.47,песчаник,с карбонатными обломками или конкрециями,не разрушен,нефтенасыщенные,1
2002,Unload2,1000588,Field3,Well8,888.6,897.6,886.9,895.9,8.93,4.94,5.47,ДС,0.0,5.47,песчаник,с карбонатными обломками или конкрециями,не разрушен,нефтенасыщенные,1
2004,Unload2,1000590,Field3,Well8,888.6,897.6,886.9,895.9,8.93,5.47,5.9,ДС,5.47,5.96,глина аргиллитоподобная,не карбонатный,не разрушен,не опред.,0
2006,Unload2,1000592,Field3,Well8,888.6,897.6,886.9,895.9,8.93,5.9,5.96,ДС,5.47,5.96,глина аргиллитоподобная,не карбонатный,не разрушен,не опред.,0
2008,Unload2,1000594,Field3,Well8,888.6,897.6,886.9,895.9,8.93,5.96,6.26,ДС,5.96,6.26,песчаник,не карбонатный,частично разрушен,продукт,3
2010,Unload2,1000596,Field3,Well8,888.6,897.6,886.9,895.9,8.93,6.26,6.9,ДС,6.26,8.93,глина аргиллитоподобная,с карбонатными обломками или конкрециями,не разрушен,не опред.,0
2012,Unload2,1000598,Field3,Well8,888.6,897.6,886.9,895.9,8.93,6.9,7.93,ДС,6.26,8.93,глина аргиллитоподобная,с карбонатными обломками или конкрециями,не разрушен,не опред.,0
2014,Unload2,1000600,Field3,Well8,888.6,897.6,886.9,895.9,8.93,7.93,8.93,ДС,6.26,8.93,глина аргиллитоподобная,с карбонатными обломками или конкрециями,не разрушен,не опред.,0
2016,Unload2,1000602,Field3,Well8,897.6,906.6,895.9,904.9,5.8,0.0,0.98,ДС,0.0,1.26,песчаник,не карбонатный,разрушен,продукт,3
2018,Unload2,1000604,Field3,Well8,897.6,906.6,895.9,904.9,5.8,0.98,1.26,ДС,0.0,1.26,песчаник,не карбонатный,разрушен,продукт,3
2020,Unload2,1000606,Field3,Well8,897.6,906.6,895.9,904.9,5.8,1.26,1.98,ДС,1.26,2.36,"пересл. песчаника, алевролита и глин",не карбонатный,частично разрушен,продукт,3
2022,Unload2,1000608,Field3,Well8,897.6,906.6,895.9,904.9,5.8,1.98,2.36,ДС,1.26,2.36,"пересл. песчаника, алевролита и глин",не карбонатный,частично разрушен,продукт,3
2024,Unload2,1000610,Field3,Well8,897.6,906.6,895.9,904.9,5.8,2.36,2.98,ДС,2.36,3.25,песчаник,не карбонатный,частично разрушен,продукт,3
2026,Unload2,1000612,Field3,Well8,897.6,906.6,895.9,904.9,5.8,2.98,3.25,ДС,2.36,3.25,песчаник,не карбонатный,частично разрушен,продукт,3
2028,Unload2,1000614,Field3,Well8,897.6,906.6,895.9,904.9,5.8,3.25,3.98,ДС,3.25,4.01,песчаник,не карбонатный,частично разрушен,продукт,3
2030,Unload2,1000616,Field3,Well8,897.6,906.6,895.9,904.9,5.8,3.98,4.01,ДС,3.25,4.01,песчаник,не карбонатный,частично разрушен,продукт,3
2032,Unload2,1000618,Field3,Well8,897.6,906.6,895.9,904.9,5.8,4.01,4.77,ДС,4.01,4.77,песчаник,не карбонатный,частично разрушен,продукт,3
2034,Unload2,1000620,Field3,Well8,897.6,906.6,895.9,904.9,5.8,4.77,4.96,ДС,4.77,5.8,песчаник,не карбонатный,разрушен,продукт,3
2036,Unload2,1000622,Field3,Well8,897.6,906.6,895.9,904.9,5.8,4.96,5.52,ДС,4.77,5.8,песчаник,не карбонатный,разрушен,продукт,3
2038,Unload2,1000624,Field3,Well8,897.6,906.6,895.9,904.9,5.8,5.52,5.8,ДС,4.77,5.8,песчаник,не карбонатный,разрушен,продукт,3
2040,Unload2,1000626,Field3,Well8,906.6,908.6,904.9,906.9,1.03,0.0,0.65,ДС,0.0,1.03,песчаник,не карбонатный,частично разрушен,нефтенасыщенные,1
2042,Unload2,1000628,Field3,Well8,906.6,908.6,904.9,906.9,1.03,0.65,1.03,ДС,0.0,1.03,песчаник,не карбонатный,частично разрушен,нефтенасыщенные,1
2044,Unload2,1000630,Field3,Well8,908.6,917.6,906.9,915.9,8.46,0.0,0.41,ДС,0.0,0.55,"пересл. песчаника, алевролита и глин",не карбонатный,частично разрушен,продукт,3
2046,Unload2,1000632,Field3,Well8,908.6,917.6,906.9,915.9,8.46,0.41,0.55,ДС,0.0,0.55,"пересл. песчаника, алевролита и глин",не карбонатный,частично разрушен,продукт,3
2048,Unload2,1000634,Field3,Well8,908.6,917.6,906.9,915.9,8.46,0.55,0.9,ДС,0.55,0.9,алевролит,не карбонатный,не разрушен,не опред.,0
2050,Unload2,1000636,Field3,Well8,908.6,917.6,906.9,915.9,8.46,0.9,1.41,ДС,0.9,1.66,песчаник,не карбонатный,не разрушен,пятнисто нефтенасыщенные,4
2052,Unload2,1000638,Field3,Well8,908.6,917.6,906.9,915.9,8.46,1.41,1.66,ДС,0.9,1.66,песчаник,не карбонатный,не разрушен,пятнисто нефтенасыщенные,4
2054,Unload2,1000640,Field3,Well8,908.6,917.6,906.9,915.9,8.46,1.66,2.42,ДС,1.66,3.04,"пересл. песчаника, алевролита и глин",с карбонатными обломками или конкрециями,не разрушен,пятнисто нефтенасыщенные,4
2056,Unload2,1000642,Field3,Well8,908.6,917.6,906.9,915.9,8.46,2.42,3.04,ДС,1.66,3.04,"пересл. песчаника, алевролита и глин",с карбонатными обломками или конкрециями,не разрушен,пятнисто нефтенасыщенные,4
2058,Unload2,1000644,Field3,Well8,908.6,917.6,906.9,915.9,8.46,3.04,3.42,ДС,3.04,3.5,глина аргиллитоподобная,не карбонатный,не разрушен,не опред.,0
2060,Unload2,1000646,Field3,Well8,908.6,917.6,906.9,915.9,8.46,3.42,3.5,ДС,3.04,3.5,глина аргиллитоподобная,не карбонатный,не разрушен,не опред.,0
2062,Unload2,1000648,Field3,Well8,908.6,917.6,906.9,915.9,8.46,3.5,3.95,ДС,3.5,3.95,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,пятнисто нефтенасыщенные,4
2064,Unload2,1000650,Field3,Well8,908.6,917.6,906.9,915.9,8.46,3.95,4.2,ДС,3.95,4.2,глина аргиллитоподобная,не карбонатный,не разрушен,не опред.,0
2066,Unload2,1000652,Field3,Well8,908.6,917.6,906.9,915.9,8.46,4.2,4.42,ДС,4.2,4.51,глина аргиллитоподобная,не карбонатный,не разрушен,не опред.,0
2068,Unload2,1000654,Field3,Well8,908.6,917.6,906.9,915.9,8.46,4.42,4.51,ДС,4.2,4.51,глина аргиллитоподобная,не карбонатный,не разрушен,не опред.,0
2070,Unload2,1000656,Field3,Well8,908.6,917.6,906.9,915.9,8.46,4.51,4.96,ДС,4.51,4.96,глина аргиллитоподобная,не карбонатный,не разрушен,не опред.,0
2072,Unload2,1000658,Field3,Well8,908.6,917.6,906.9,915.9,8.46,4.96,5.33,ДС,4.96,5.33,глина аргиллитоподобная,не карбонатный,не разрушен,не опред.,0
2074,Unload2,1000660,Field3,Well8,908.6,917.6,906.9,915.9,8.46,5.33,5.43,ДС,5.33,6.63,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,пятнисто нефтенасыщенные,4
2076,Unload2,1000662,Field3,Well8,908.6,917.6,906.9,915.9,8.46,5.43,6.43,ДС,5.33,6.63,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,пятнисто нефтенасыщенные,4
2078,Unload2,1000664,Field3,Well8,908.6,917.6,906.9,915.9,8.46,6.43,6.63,ДС,5.33,6.63,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,пятнисто нефтенасыщенные,4
2080,Unload2,1000666,Field3,Well8,908.6,917.6,906.9,915.9,8.46,6.63,7.26,ДС,6.63,7.26,глина аргиллитоподобная,не карбонатный,не разрушен,не опред.,0
2082,Unload2,1000668,Field3,Well8,908.6,917.6,906.9,915.9,8.46,7.26,7.44,ДС,7.26,7.63,глина аргиллитоподобная,не карбонатный,не разрушен,не опред.,0
2084,Unload2,1000670,Field3,Well8,908.6,917.6,906.9,915.9,8.46,7.44,7.63,ДС,7.26,7.63,глина аргиллитоподобная,не карбонатный,не разрушен,не опред.,0
2086,Unload2,1000672,Field3,Well8,908.6,917.6,906.9,915.9,8.46,7.63,8.46,ДС,7.63,8.46,песчаник,с карбонатными обломками или конкрециями,частично разрушен,нефтенасыщенные,1
2088,Unload2,1000674,Field3,Well8,917.6,924.2,915.9,922.5,6.36,0.0,0.15,ДС,0.0,0.71,глина аргиллитоподобная,не карбонатный,не разрушен,не опред.,0
2090,Unload2,1000676,Field3,Well8,917.6,924.2,915.9,922.5,6.36,0.15,0.71,ДС,0.0,0.71,глина аргиллитоподобная,не карбонатный,не разрушен,не опред.,0
2092,Unload2,1000678,Field3,Well8,917.6,924.2,915.9,922.5,6.36,0.71,1.15,ДС,0.71,1.58,глина аргиллитоподобная,не карбонатный,частично разрушен,не опред.,0
2094,Unload2,1000680,Field3,Well8,917.6,924.2,915.9,922.5,6.36,1.15,1.58,ДС,0.71,1.58,глина аргиллитоподобная,не карбонатный,частично разрушен,не опред.,0
2096,Unload2,1000682,Field3,Well8,917.6,924.2,915.9,922.5,6.36,1.58,2.05,ДС,1.58,2.05,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1
2098,Unload2,1000684,Field3,Well8,917.6,924.2,915.9,922.5,6.36,2.05,2.15,ДС,2.05,3.34,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1
2100,Unload2,1000686,Field3,Well8,917.6,924.2,915.9,922.5,6.36,2.15,3.16,ДС,2.05,3.34,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1
2102,Unload2,1000688,Field3,Well8,917.6,924.2,915.9,922.5,6.36,3.16,3.34,ДС,2.05,3.34,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1
2104,Unload2,1000690,Field3,Well8,917.6,924.2,915.9,922.5,6.36,3.34,4.15,ДС,3.34,6.36,глина аргиллитоподобная,не карбонатный,частично разрушен,не опред.,0
2106,Unload2,1000692,Field3,Well8,917.6,924.2,915.9,922.5,6.36,4.15,5.16,ДС,3.34,6.36,глина аргиллитоподобная,не карбонатный,частично разрушен,не опред.,0
2108,Unload2,1000694,Field3,Well8,917.6,924.2,915.9,922.5,6.36,5.16,6.02,ДС,3.34,6.36,глина аргиллитоподобная,не карбонатный,частично разрушен,не опред.,0
2110,Unload2,1000696,Field3,Well8,917.6,924.2,915.9,922.5,6.36,6.02,6.36,ДС,3.34,6.36,глина аргиллитоподобная,не карбонатный,частично разрушен,не опред.,0
2112,Unload2,1000698,Field3,Well8,924.2,933.2,922.5,931.5,9.0,0.0,0.89,ДС,0.0,0.89,глина аргиллитоподобная,не карбонатный,не разрушен,не опред.,0
2114,Unload2,1000700,Field3,Well8,924.2,933.2,922.5,931.5,9.0,0.89,1.01,ДС,0.89,2.84,"пересл. песчаника, алевролита и глин",не карбонатный,частично разрушен,продукт,3
2116,Unload2,1000702,Field3,Well8,924.2,933.2,922.5,931.5,9.0,1.01,1.93,ДС,0.89,2.84,"пересл. песчаника, алевролита и глин",не карбонатный,частично разрушен,продукт,3
2118,Unload2,1000704,Field3,Well8,924.2,933.2,922.5,931.5,9.0,1.93,2.84,ДС,0.89,2.84,"пересл. песчаника, алевролита и глин",не карбонатный,частично разрушен,продукт,3
2120,Unload2,1000706,Field3,Well8,924.2,933.2,922.5,931.5,9.0,2.84,3.07,ДС,2.84,3.07,песчаник,не карбонатный,не разрушен,не опред.,0
2122,Unload2,1000708,Field3,Well8,924.2,933.2,922.5,931.5,9.0,3.07,3.84,ДС,3.07,3.84,песчаник,не карбонатный,не разрушен,продукт,3
2124,Unload2,1000710,Field3,Well8,924.2,933.2,922.5,931.5,9.0,3.84,4.85,ДС,3.84,5.25,глина аргиллитоподобная,не карбонатный,не разрушен,не опред.,0
2126,Unload2,1000712,Field3,Well8,924.2,933.2,922.5,931.5,9.0,4.85,5.25,ДС,3.84,5.25,глина аргиллитоподобная,не карбонатный,не разрушен,не опред.,0
2128,Unload2,1000714,Field3,Well8,924.2,933.2,922.5,931.5,9.0,5.25,5.64,ДС,5.25,5.64,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,продукт,3
2130,Unload2,1000716,Field3,Well8,924.2,933.2,922.5,931.5,9.0,5.64,5.86,ДС,5.64,5.86,глина аргиллитоподобная,не карбонатный,не разрушен,не опред.,0
2132,Unload2,1000718,Field3,Well8,924.2,933.2,922.5,931.5,9.0,5.86,6.46,ДС,5.86,6.46,"пересл. песчаника, алевролита и глин",не карбонатный,частично разрушен,продукт,3
2134,Unload2,1000720,Field3,Well8,924.2,933.2,922.5,931.5,9.0,6.46,6.81,ДС,6.46,8.76,песчаник,не карбонатный,частично разрушен,продукт,3
2136,Unload2,1000722,Field3,Well8,924.2,933.2,922.5,931.5,9.0,6.81,7.71,ДС,6.46,8.76,песчаник,не карбонатный,частично разрушен,продукт,3
2138,Unload2,1000724,Field3,Well8,924.2,933.2,922.5,931.5,9.0,7.71,8.14,ДС,6.46,8.76,песчаник,не карбонатный,частично разрушен,продукт,3
2140,Unload2,1000726,Field3,Well8,924.2,933.2,922.5,931.5,9.0,8.14,8.67,ДС,6.46,8.76,песчаник,не карбонатный,частично разрушен,продукт,3
2142,Unload2,1000728,Field3,Well8,924.2,933.2,922.5,931.5,9.0,8.67,8.76,ДС,6.46,8.76,песчаник,не карбонатный,частично разрушен,продукт,3
2144,Unload2,1000730,Field3,Well8,924.2,933.2,922.5,931.5,9.0,8.76,9.0,ДС,8.76,9.0,глина аргиллитоподобная,не карбонатный,не разрушен,не опред.,0
2146,Unload2,1000732,Field3,Well8,933.2,942.2,931.5,940.5,8.63,0.0,0.15,ДС,0.0,1.53,"пересл. песчаника, алевролита и глин",с карбонатными обломками или конкрециями,частично разрушен,продукт,3
2148,Unload2,1000734,Field3,Well8,933.2,942.2,931.5,940.5,8.63,0.15,1.13,ДС,0.0,1.53,"пересл. песчаника, алевролита и глин",с карбонатными обломками или конкрециями,частично разрушен,продукт,3
2150,Unload2,1000736,Field3,Well8,933.2,942.2,931.5,940.5,8.63,1.13,1.53,ДС,0.0,1.53,"пересл. песчаника, алевролита и глин",с карбонатными обломками или конкрециями,частично разрушен,продукт,3
