index,Folder,Id,Field,Well,CoringTop,CoringDown,CoringTopBind,CoringDownBind,CoreRecovery,PhotoTop,PhotoDown,PhotoType,LayerTop,LayerDown,Rock,Carbonate,Ruin,Saturation,class,weight
2859,Unload2,1004309,Field2,Well5,2717.0,2727.0,2713.7,2723.7,5.92,0.0,0.61,УФ,0.0,0.61,аргиллит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
1919,Unload2,1002427,Field1,Well1,2297.0,2315.0,2297.4,2315.4,17.92,12.94,13.32,УФ,12.25,13.32,песчаник,не карбонатный,не разрушен,продукт,3,20.89
1647,Unload2,1001881,Field1,Well3,2594.5,2611.5,2596.2,2613.2,16.98,15.0,16.0,УФ,13.96,16.98,аргиллит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
1656,Unload2,1001899,Field1,Well3,2621.0,2638.0,2624.0,2641.0,16.85,2.63,2.93,УФ,2.63,5.34,песчаник,с карбонатными обломками или конкрециями,частично разрушен,нефтенасыщенные,1,9.367713004484305
2257,Unload2,1003103,Field1,Well1,2882.0,2894.0,2885.2,2897.2,11.94,2.39,2.9,УФ,2.39,2.9,аргиллит,не карбонатный,разрушен,не опред.,0,1.3698360655737705
799,Unload2,1000185,Field4,Well4,2728.0,2743.0,2727.5,2742.5,14.92,3.96,4.63,УФ,3.76,4.63,песчаник,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
2998,Unload2,1004587,Field2,Well5,2951.0,2960.0,2950.1,2959.1,8.98,1.01,1.2,УФ,0.79,1.2,песчаник,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
1973,Unload2,1002535,Field1,Well1,2365.0,2383.0,2365.4,2383.4,17.9,11.93,12.91,УФ,0.0,17.9,аргиллит,с карбонатными обломками или конкрециями,разрушен,не опред.,0,1.3698360655737705
2874,Unload2,1004339,Field2,Well5,2727.0,2736.0,2724.6,2733.6,8.89,5.96,6.94,УФ,0.0,8.89,аргиллит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
1121,Unload2,1000829,Field3,Well8,960.2,969.2,958.5,967.5,8.93,0.0,0.98,УФ,0.0,4.33,"пересл. песчаника, алевролита и глин",не карбонатный,частично разрушен,продукт,3,20.89
1927,Unload2,1002443,Field1,Well1,2315.0,2324.0,2315.4,2324.4,9.0,1.0,1.95,УФ,0.0,1.95,песчаник,не карбонатный,не разрушен,пятнисто нефтенасыщенные,4,20.89
2692,Unload2,1003973,Field2,Well2,2881.0,2893.0,2883.0,2895.0,11.98,9.97,10.98,УФ,7.24,11.98,аргиллит,с карбонатными обломками или конкрециями,разрушен,не опред.,0,1.3698360655737705
1369,Unload2,1001325,Field1,Well7,2550.0,2568.0,2563.1,2581.1,17.97,6.41,6.99,УФ,6.41,7.93,песчаник,не карбонатный,частично разрушен,нефтенасыщенные,1,9.367713004484305
2276,Unload2,1003141,Field1,Well1,2914.0,2926.0,2916.6,2928.6,11.91,2.04,2.94,УФ,2.04,2.94,"пересл. песчаника, алевролита и глин",не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
2561,Unload2,1003711,Field2,Well2,2805.3,2822.3,2809.3,2826.3,17.0,3.03,3.57,УФ,3.03,3.72,переслаивание песчаника и алевролита,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
1922,Unload2,1002433,Field1,Well1,2297.0,2315.0,2297.4,2315.4,17.92,14.8,14.94,УФ,14.8,17.92,песчаник,не карбонатный,частично разрушен,продукт,3,20.89
2134,Unload2,1002857,Field1,Well1,2656.0,2674.0,2659.2,2677.2,17.95,12.95,13.95,УФ,2.95,17.95,аргиллит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
2110,Unload2,1002809,Field1,Well1,2638.0,2656.0,2641.2,2659.2,17.79,11.99,12.96,УФ,10.85,13.84,песчаник,среднекарбонатный,частично разрушен,не опред.,0,1.3698360655737705
2291,Unload2,1003171,Field1,Well1,2914.0,2926.0,2916.6,2928.6,11.91,9.92,10.91,УФ,9.29,11.91,песчаник,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
1887,Unload2,1002363,Field1,Well1,2279.0,2297.0,2279.4,2297.4,17.86,15.07,15.31,УФ,15.07,15.31,аргиллит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
2360,Unload2,1003309,Field1,Well1,3062.0,3074.0,3065.8,3077.8,11.95,8.42,8.95,УФ,8.42,9.3,аргиллит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
1203,Unload2,1000993,Field9,Well5,1886.0,1898.0,1884.4,1896.4,11.75,7.6,7.87,УФ,7.6,8.85,"пересл. песчаника, алевролита и глин",не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
997,Unload2,1000581,Field3,Well8,888.6,897.6,886.9,895.9,8.93,1.01,2.02,УФ,0.0,5.47,песчаник,с карбонатными обломками или конкрециями,не разрушен,нефтенасыщенные,1,9.367713004484305
3101,Unload2,1004793,Field2,Well10,2555.0,2568.0,2555.6,2568.6,12.91,4.97,5.4,УФ,4.88,5.4,алевролит,слабокарбонатный,частично разрушен,не опред.,0,1.3698360655737705
3108,Unload2,1004807,Field2,Well10,2555.0,2568.0,2555.6,2568.6,12.91,9.2,9.74,УФ,9.2,9.74,алевролит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
409,Unload1,1000957,Field7,Well13,2739.0,2748.0,0.0,0.0,9.0,1.0,2.0,УФ,0.5,3.23,алевролит,не карбонатный,не разрушен,нефтенасыщенные,1,9.367713004484305
604,Unload1,1001465,Field3,Well9,798.0,805.0,798.7,805.7,6.9,5.7,5.95,УФ,5.7,6.06,алевро-аргиллит,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
981,Unload2,1000549,Field3,Well8,879.6,888.6,877.9,886.9,8.9,1.07,1.92,УФ,1.07,1.93,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1,9.367713004484305
730,Unload2,1000047,Field4,Well4,2692.0,2710.0,2691.5,2709.5,17.87,5.97,6.91,УФ,5.88,6.91,песчаник,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
443,Unload1,1001029,Field7,Well13,2757.0,2766.0,0.0,0.0,9.0,5.0,5.08,УФ,4.84,5.08,алевролит,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
301,Unload1,1000717,Field5,Well6,3142.76,3161.0,3142.26,3160.5,18.15,6.94,7.94,УФ,3.27,8.62,песчаник,слабокарбонатный,не разрушен,не опред.,0,1.3698360655737705
151,Unload1,1000417,Field5,Well6,3047.45,3056.58,3049.45,3058.58,9.11,8.75,9.11,УФ,8.56,9.11,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1,9.367713004484305
332,Unload1,1000779,Field5,Well6,3161.0,3179.0,3160.5,3178.5,17.22,5.97,6.97,УФ,4.21,9.75,песчаник глинистый,с примесью,не разрушен,не опред.,0,1.3698360655737705
2797,Unload2,1004185,Field2,Well2,2982.0,2994.0,2982.7,2994.7,11.96,10.96,11.96,УФ,9.91,11.96,алевролит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
1205,Unload2,1000997,Field9,Well5,1886.0,1898.0,1884.4,1896.4,11.75,8.85,8.87,УФ,8.85,9.22,песчаник,не карбонатный,не разрушен,продукт,3,20.89
1498,Unload2,1001583,Field1,Well3,2284.0,2293.0,2286.1,2295.1,9.0,5.0,5.99,УФ,0.0,7.31,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0,1.3698360655737705
2,Unload1,1000005,Field6,Well11,1957.1,1963.1,1958.3,1964.3,5.93,1.45,2.0,УФ,1.45,3.54,алевролит,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
596,Unload1,1001449,Field3,Well9,798.0,805.0,798.7,805.7,6.9,2.99,3.75,УФ,2.41,3.75,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1,9.367713004484305
2469,Unload2,1003527,Field2,Well2,2759.9,2771.2,2763.9,2775.2,11.27,4.97,5.96,УФ,2.05,7.99,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0,1.3698360655737705
349,Unload1,1000813,Field5,Well6,3179.0,3188.2,3178.5,3187.7,8.97,0.59,0.96,УФ,0.59,6.0,песчаник,с карбонатными обломками или конкрециями,не разрушен,не опред.,0,1.3698360655737705
1999,Unload2,1002587,Field1,Well1,2401.0,2419.0,2401.4,2419.4,17.9,1.97,2.96,УФ,0.0,17.9,аргиллит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
1784,Unload2,1002155,Field1,Well3,2746.0,2758.0,2751.1,2763.1,11.95,9.72,9.97,УФ,9.72,11.95,кремнистая порода,не карбонатный,разрушен,битуминозный,2,19.70754716981132
958,Unload2,1000503,Field4,Well4,2924.0,2942.0,2926.5,2944.5,17.86,12.94,13.47,УФ,12.94,13.47,пересл. аргиллита и алевролита,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
274,Unload1,1000663,Field5,Well6,3124.6,3142.76,3124.1,3142.26,17.82,12.26,12.87,УФ,12.26,13.14,песчаник,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
387,Unload1,1000899,Field7,Well13,2653.0,2662.0,0.0,0.0,8.67,1.09,1.44,УФ,1.09,1.44,алевролит,не карбонатный,не разрушен,нефтенасыщенные,1,9.367713004484305
2088,Unload2,1002765,Field1,Well1,2620.0,2638.0,2623.2,2641.2,18.0,11.99,12.99,УФ,9.01,14.02,"пересл. песчаника, алевролита и глин",пятнисто карбонатный,частично разрушен,не опред.,0,1.3698360655737705
1509,Unload2,1001605,Field1,Well3,2293.0,2310.0,2295.1,2312.1,17.0,3.99,4.1,УФ,2.52,4.1,алевролит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
280,Unload1,1000675,Field5,Well6,3124.6,3142.76,3124.1,3142.26,17.82,15.12,15.55,УФ,15.12,15.55,песчаник,слабокарбонатный,не разрушен,не опред.,0,1.3698360655737705
722,Unload2,1000031,Field4,Well4,2692.0,2710.0,2691.5,2709.5,17.87,2.98,3.22,УФ,0.55,3.22,песчаник,пятнисто карбонатный,не разрушен,не опред.,0,1.3698360655737705
3178,Unload2,1004949,Field2,Well10,2960.0,2977.0,2941.7,2958.7,16.96,5.98,6.63,УФ,5.91,6.63,аргиллит,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
252,Unload1,1000619,Field5,Well6,3115.4,3124.6,3114.9,3124.1,9.2,8.88,9.2,УФ,8.69,9.2,песчаник,слабокарбонатный,не разрушен,не опред.,0,1.3698360655737705
3010,Unload2,1004611,Field2,Well5,2951.0,2960.0,2950.1,2959.1,8.98,7.0,8.0,УФ,5.97,8.98,песчаник,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
490,Unload1,1001237,Field3,Well12,3211.0,3222.0,3212.2,3223.2,10.95,10.69,10.95,УФ,10.69,10.95,алевролит,среднекарбонатный,не разрушен,не опред.,0,1.3698360655737705
2951,Unload2,1004493,Field2,Well5,2902.0,2914.8,2899.7,2912.5,12.73,3.32,3.96,УФ,3.32,4.04,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,не опред.,0,1.3698360655737705
1932,Unload2,1002453,Field1,Well1,2315.0,2324.0,2315.4,2324.4,9.0,3.99,4.11,УФ,3.56,4.11,алевролит,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
2073,Unload2,1002735,Field1,Well1,2620.0,2638.0,2623.2,2641.2,18.0,0.0,1.0,УФ,0.0,5.55,"пересл. песчаника, алевролита и глин",не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
2910,Unload2,1004411,Field2,Well5,2865.0,2877.0,2863.0,2875.0,12.0,7.0,8.0,УФ,3.0,12.0,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0,1.3698360655737705
3094,Unload2,1004779,Field2,Well10,2555.0,2568.0,2555.6,2568.6,12.91,1.0,1.99,УФ,0.0,3.26,песчаник,пятнисто карбонатный,частично разрушен,не опред.,0,1.3698360655737705
2979,Unload2,1004549,Field2,Well5,2940.0,2951.0,2938.1,2949.1,10.97,1.4,1.99,УФ,1.4,2.1,песчаник,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
3155,Unload2,1004903,Field2,Well10,2585.3,2602.3,2585.9,2602.9,17.0,7.97,8.97,УФ,7.58,17.0,аргиллит,не карбонатный,разрушен,не опред.,0,1.3698360655737705
1204,Unload2,1000995,Field9,Well5,1886.0,1898.0,1884.4,1896.4,11.75,7.87,8.85,УФ,7.6,8.85,"пересл. песчаника, алевролита и глин",не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
2098,Unload2,1002785,Field1,Well1,2638.0,2656.0,2641.2,2659.2,17.79,2.0,2.51,УФ,0.0,2.51,алевролит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
258,Unload1,1000631,Field5,Well6,3124.6,3142.76,3124.1,3142.26,17.82,2.95,3.94,УФ,1.27,6.88,песчаник,слабокарбонатный,не разрушен,не опред.,0,1.3698360655737705
424,Unload1,1000991,Field7,Well13,2748.0,2757.0,0.0,0.0,8.74,3.0,3.12,УФ,2.64,3.12,алевролит,не карбонатный,не разрушен,нефтенасыщенные,1,9.367713004484305
565,Unload1,1001387,Field3,Well9,784.0,791.0,784.7,791.7,6.9,3.97,4.63,УФ,3.97,4.63,алевролит,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
1234,Unload2,1001055,Field8,Well14,2781.0,2799.0,2782.1,2800.1,17.99,0.99,1.56,УФ,0.0,1.56,кремнисто-глинистая порода,не карбонатный,не разрушен,битуминозный,2,19.70754716981132
764,Unload2,1000115,Field4,Well4,2710.0,2728.0,2709.5,2727.5,17.98,0.0,0.15,УФ,0.0,0.15,песчаник,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
319,Unload1,1000753,Field5,Well6,3142.76,3161.0,3142.26,3160.5,18.15,16.88,17.06,УФ,15.96,17.06,песчаник,слабокарбонатный,не разрушен,не опред.,0,1.3698360655737705
1895,Unload2,1002379,Field1,Well1,2297.0,2315.0,2297.4,2315.4,17.92,1.67,1.99,УФ,1.67,2.1,алевролит,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
924,Unload2,1000435,Field4,Well4,2915.0,2924.0,2917.5,2926.5,8.99,1.99,2.99,УФ,0.0,7.09,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1,9.367713004484305
1169,Unload2,1000925,Field9,Well5,1868.0,1886.0,1866.4,1884.4,17.91,1.99,2.99,УФ,0.82,8.2,"пересл. песчаника, алевролита и глин",с карбонатными обломками или конкрециями,частично разрушен,не опред.,0,1.3698360655737705
1495,Unload2,1001577,Field1,Well3,2284.0,2293.0,2286.1,2295.1,9.0,2.0,3.01,УФ,0.0,7.31,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0,1.3698360655737705
3106,Unload2,1004803,Field2,Well10,2555.0,2568.0,2555.6,2568.6,12.91,8.89,8.96,УФ,8.89,9.2,алевролит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
15,Unload1,1000031,Field6,Well11,1963.1,1978.1,1964.3,1979.3,15.0,2.4,2.73,УФ,2.4,2.73,песчаник,не карбонатный,не разрушен,слабо нефтенасыщенные,5,59.68571428571428
2968,Unload2,1004527,Field2,Well5,2902.0,2914.8,2899.7,2912.5,12.73,9.94,10.14,УФ,9.71,10.14,песчаник глинистый,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
747,Unload2,1000081,Field4,Well4,2692.0,2710.0,2691.5,2709.5,17.87,10.94,11.1,УФ,10.94,11.1,песчаник,не карбонатный,не разрушен,слабо нефтенасыщенные,5,59.68571428571428
1466,Unload2,1001519,Field1,Well7,2802.0,2814.0,2803.2,2815.2,11.42,2.95,3.74,УФ,2.95,3.84,песчаник,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
2820,Unload2,1004231,Field2,Well2,3377.0,3382.0,3377.0,3382.0,4.88,1.95,2.92,УФ,0.0,4.88,фундамент,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
1015,Unload2,1000617,Field3,Well8,897.6,906.6,895.9,904.9,5.8,3.98,4.01,УФ,3.25,4.01,песчаник,не карбонатный,частично разрушен,продукт,3,20.89
2272,Unload2,1003133,Field1,Well1,2914.0,2926.0,2916.6,2928.6,11.91,0.48,0.95,УФ,0.48,1.56,аргиллит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
1587,Unload2,1001761,Field1,Well3,2537.0,2554.0,2538.8,2555.8,11.66,0.0,1.0,УФ,0.0,11.66,аргиллит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
2710,Unload2,1004009,Field2,Well2,2905.0,2912.0,2907.0,2914.0,6.94,0.97,1.35,УФ,0.0,1.35,карбонатно-кремнистая порода,среднекарбонатный,частично разрушен,битуминозный,2,19.70754716981132
1598,Unload2,1001783,Field1,Well3,2537.0,2554.0,2538.8,2555.8,11.66,10.95,11.66,УФ,0.0,11.66,аргиллит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
2594,Unload2,1003777,Field2,Well2,2805.3,2822.3,2809.3,2826.3,17.0,16.52,17.0,УФ,14.74,17.0,песчаник,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
374,Unload1,1000863,Field7,Well13,2637.0,2644.0,0.0,0.0,7.0,5.0,5.9,УФ,0.0,5.9,аргиллит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
1016,Unload2,1000619,Field3,Well8,897.6,906.6,895.9,904.9,5.8,4.01,4.77,УФ,4.01,4.77,песчаник,не карбонатный,частично разрушен,продукт,3,20.89
190,Unload1,1000495,Field5,Well6,3074.88,3084.8,3076.88,3086.8,8.99,4.98,5.35,УФ,3.1,5.35,песчаник,с карбонатными обломками или конкрециями,не разрушен,не опред.,0,1.3698360655737705
1019,Unload2,1000625,Field3,Well8,897.6,906.6,895.9,904.9,5.8,5.52,5.8,УФ,4.77,5.8,песчаник,не карбонатный,разрушен,продукт,3,20.89
2659,Unload2,1003907,Field2,Well2,2869.0,2881.0,2871.0,2883.0,12.0,4.99,5.99,УФ,0.65,7.0,аргиллит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
1235,Unload2,1001057,Field8,Well14,2781.0,2799.0,2782.1,2800.1,17.99,1.56,1.98,УФ,1.56,5.76,кремнисто-глинистая порода,с карбонатными обломками или конкрециями,частично разрушен,битуминозный,2,19.70754716981132
1986,Unload2,1002561,Field1,Well1,2383.0,2401.0,2383.4,2401.4,17.85,6.97,7.97,УФ,0.0,17.85,аргиллит,не карбонатный,разрушен,не опред.,0,1.3698360655737705
3149,Unload2,1004891,Field2,Well10,2585.3,2602.3,2585.9,2602.9,17.0,3.97,4.97,УФ,0.0,7.31,аргиллит,пятнисто карбонатный,частично разрушен,не опред.,0,1.3698360655737705
1158,Unload2,1000903,Field3,Well8,976.2,985.2,974.5,983.5,9.0,5.84,6.12,УФ,5.16,6.12,песчаник,не карбонатный,не разрушен,продукт,3,20.89
195,Unload1,1000505,Field5,Well6,3074.88,3084.8,3076.88,3086.8,8.99,7.77,7.94,УФ,7.77,8.29,песчаник,сильнокарбонатный,не разрушен,не опред.,0,1.3698360655737705
641,Unload1,1001539,Field3,Well9,821.0,828.0,821.7,828.7,6.21,5.34,6.21,УФ,0.0,6.21,песчаник,не карбонатный,частично разрушен,нефтенасыщенные,1,9.367713004484305
2028,Unload2,1002645,Field1,Well1,2555.0,2573.0,2555.9,2573.9,18.0,8.56,9.02,УФ,8.56,9.22,аргиллит,не карбонатный,разрушен,не опред.,0,1.3698360655737705
1215,Unload2,1001017,Field8,Well14,2766.0,2775.0,2767.1,2776.1,8.56,1.52,2.0,УФ,1.52,2.02,песчаник,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0,1.3698360655737705
1222,Unload2,1001031,Field8,Well14,2766.0,2775.0,2767.1,2776.1,8.56,6.12,6.89,УФ,6.12,7.86,пересл. кремнисто-глинистой породы и аргиллита,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0,1.3698360655737705
2555,Unload2,1003699,Field2,Well2,2805.3,2822.3,2809.3,2826.3,17.0,0.58,1.58,УФ,0.58,1.9,песчаник,не карбонатный,не разрушен,продукт,3,20.89
2362,Unload2,1003313,Field1,Well1,3062.0,3074.0,3065.8,3077.8,11.95,9.3,9.88,УФ,9.3,9.88,аргиллит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
636,Unload1,1001529,Field3,Well9,821.0,828.0,821.7,828.7,6.21,0.54,1.51,УФ,0.0,6.21,песчаник,не карбонатный,частично разрушен,нефтенасыщенные,1,9.367713004484305
1561,Unload2,1001709,Field1,Well3,2327.0,2335.5,2329.1,2337.6,8.5,3.0,3.44,УФ,0.0,3.44,алевролит,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
1512,Unload2,1001611,Field1,Well3,2293.0,2310.0,2295.1,2312.1,17.0,4.97,5.97,УФ,4.57,6.95,песчаник,не карбонатный,не разрушен,пятнисто нефтенасыщенные,4,20.89
412,Unload1,1000963,Field7,Well13,2739.0,2748.0,0.0,0.0,9.0,3.23,4.0,УФ,3.23,4.0,аргиллит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
1028,Unload2,1000643,Field3,Well8,908.6,917.6,906.9,915.9,8.46,2.42,3.04,УФ,1.66,3.04,"пересл. песчаника, алевролита и глин",с карбонатными обломками или конкрециями,не разрушен,пятнисто нефтенасыщенные,4,20.89
967,Unload2,1000521,Field4,Well4,2924.0,2942.0,2926.5,2944.5,17.86,16.88,17.86,УФ,16.54,17.86,песчаник,не карбонатный,не разрушен,пятнисто нефтенасыщенные,4,20.89
382,Unload1,1000889,Field7,Well13,2644.0,2653.0,0.0,0.0,8.67,6.52,7.0,УФ,6.52,8.67,алевролит,не карбонатный,не разрушен,нефтенасыщенные,1,9.367713004484305
2132,Unload2,1002853,Field1,Well1,2656.0,2674.0,2659.2,2677.2,17.95,10.95,11.95,УФ,2.95,17.95,аргиллит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
2324,Unload2,1003237,Field1,Well1,3050.0,3062.0,3052.7,3064.7,11.95,4.6,4.99,УФ,4.6,5.22,песчаник,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
613,Unload1,1001483,Field3,Well9,807.1,814.0,807.8,814.7,6.74,0.33,0.86,УФ,0.33,1.74,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,пятнисто нефтенасыщенные,4,20.89
2128,Unload2,1002845,Field1,Well1,2656.0,2674.0,2659.2,2677.2,17.95,6.98,7.98,УФ,2.95,17.95,аргиллит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
752,Unload2,1000091,Field4,Well4,2692.0,2710.0,2691.5,2709.5,17.87,11.94,12.6,УФ,11.89,12.6,песчаник,с карбонатными обломками или конкрециями,не разрушен,не опред.,0,1.3698360655737705
856,Unload2,1000299,Field4,Well4,2875.0,2884.0,2875.9,2884.9,8.99,2.0,2.33,УФ,1.93,2.33,пересл. аргиллита и алевролита,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0,1.3698360655737705
1879,Unload2,1002347,Field1,Well1,2279.0,2297.0,2279.4,2297.4,17.86,9.87,10.85,УФ,6.02,12.81,аргиллит,не карбонатный,разрушен,не опред.,0,1.3698360655737705
713,Unload2,1000013,Field4,Well4,2683.0,2692.0,2682.5,2691.5,8.98,3.98,4.98,УФ,3.11,8.98,"пересл. песчаника, алевролита и глин",с карбонатными обломками или конкрециями,не разрушен,не опред.,0,1.3698360655737705
2378,Unload2,1003345,Field1,Well1,3074.0,3086.0,3077.8,3089.8,7.99,6.99,7.13,УФ,5.7,7.13,"пересл. песчаника, алевролита и глин",с карбонатными обломками или конкрециями,частично разрушен,не опред.,0,1.3698360655737705
142,Unload1,1000399,Field5,Well6,3047.45,3056.58,3049.45,3058.58,9.11,1.84,2.83,УФ,0.17,7.67,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1,9.367713004484305
2623,Unload2,1003835,Field2,Well2,2822.3,2839.3,2826.3,2843.3,17.0,16.21,17.0,УФ,15.37,17.0,песчаник,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
651,Unload1,1001559,Field3,Well9,828.0,835.0,828.7,835.7,6.79,3.85,4.49,УФ,3.58,4.49,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1,9.367713004484305
343,Unload1,1000801,Field5,Well6,3161.0,3179.0,3160.5,3178.5,17.22,13.92,14.9,УФ,11.39,16.91,песчаник,слабокарбонатный,не разрушен,не опред.,0,1.3698360655737705
401,Unload1,1000937,Field7,Well13,2730.0,2739.0,0.0,0.0,8.82,3.41,4.0,УФ,3.41,4.39,алевролит,не карбонатный,не разрушен,нефтенасыщенные,1,9.367713004484305
2479,Unload2,1003547,Field2,Well2,2759.9,2771.2,2763.9,2775.2,11.27,9.34,9.7,УФ,9.34,9.7,переслаивание песчаника и алевролита,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
1146,Unload2,1000879,Field3,Well8,969.2,976.2,967.5,974.5,6.17,5.57,5.9,УФ,5.57,6.17,брекчия,не карбонатный,не разрушен,пятнисто нефтенасыщенные,4,20.89
1950,Unload2,1002489,Field1,Well1,2324.0,2342.0,2324.4,2342.4,17.85,7.97,8.41,УФ,0.0,8.41,"пересл. песчаника, алевролита и глин",с карбонатными обломками или конкрециями,частично разрушен,не опред.,0,1.3698360655737705
2890,Unload2,1004371,Field2,Well5,2745.0,2763.0,2742.6,2760.6,17.85,1.99,2.99,УФ,0.0,17.85,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0,1.3698360655737705
736,Unload2,1000059,Field4,Well4,2692.0,2710.0,2691.5,2709.5,17.87,8.25,8.39,УФ,8.25,8.39,пересл. аргиллита и алевролита,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
1073,Unload2,1000733,Field3,Well8,933.2,942.2,931.5,940.5,8.63,0.0,0.15,УФ,0.0,1.53,"пересл. песчаника, алевролита и глин",с карбонатными обломками или конкрециями,частично разрушен,продукт,3,20.89
2114,Unload2,1002817,Field1,Well1,2638.0,2656.0,2641.2,2659.2,17.79,14.92,15.43,УФ,13.84,15.43,алевролит,не карбонатный,разрушен,не опред.,0,1.3698360655737705
2075,Unload2,1002739,Field1,Well1,2620.0,2638.0,2623.2,2641.2,18.0,2.01,3.02,УФ,0.0,5.55,"пересл. песчаника, алевролита и глин",не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
2778,Unload2,1004147,Field2,Well2,2982.0,2994.0,2982.7,2994.7,11.96,1.0,1.96,УФ,0.9,1.96,песчаник,не карбонатный,частично разрушен,продукт,3,20.89
1609,Unload2,1001805,Field1,Well3,2577.5,2594.5,2579.2,2596.2,16.95,5.32,5.97,УФ,5.32,8.2,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1,9.367713004484305
2950,Unload2,1004491,Field2,Well5,2902.0,2914.8,2899.7,2912.5,12.73,3.07,3.32,УФ,3.07,3.32,аргиллит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
1642,Unload2,1001871,Field1,Well3,2594.5,2611.5,2596.2,2613.2,16.98,11.0,12.0,УФ,6.28,13.96,алевролит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
3045,Unload2,1004681,Field2,Well5,2976.0,2992.0,2976.0,2992.0,16.0,1.87,2.0,УФ,1.87,2.03,уголь,не карбонатный,разрушен,не опред.,0,1.3698360655737705
2700,Unload2,1003989,Field2,Well2,2893.0,2905.0,2895.0,2907.0,11.54,5.22,5.96,УФ,5.22,6.56,карбонатно-кремнистая порода,среднекарбонатный,частично разрушен,битуминозный,2,19.70754716981132
1149,Unload2,1000885,Field3,Well8,976.2,985.2,974.5,983.5,9.0,0.71,0.99,УФ,0.71,1.57,песчаник,не карбонатный,не разрушен,пятнисто нефтенасыщенные,4,20.89
